User ID,Height (cm),Weight (kg),Chest (cm),Waist (cm),Hip (cm),Age,Gender,Product ID,Category,Size Purchased,Fit Feedback,Return/Exchange Date,Reason for Return,Size Exchanged,Final Outcome,Cluster ID,Cluster Description,Brand ID,Generated Size Chart,Confidence Scores
1671,182,77,94,73,88,38,Male,126,Bottoms,S,1,2023-07-25,Incorrect Size,N/A,Kept,C01,Athletic Build,B04,"L: 0.93, XL: 0.86",High
1672,156,58,91,80,86,43,Male,155,Tops,M,1,2023-07-30,Changed Mind,L,Kept,C01,Tall and Athletic,B01,"S: 0.92, M: 0.87",Low
1673,161,71,89,87,114,28,Male,146,Tops,S,0,N/A,Incorrect Size,S,Returned,C01,Average Build,B01,"S: 0.92, M: 0.87",Medium
1674,179,57,101,66,90,45,Female,146,Tops,XL,1,2023-07-25,N/A,S,Returned,C02,Average Build,B02,"M: 0.95, L: 0.80",Low
1675,170,76,96,75,101,43,Male,143,Bottoms,S,1,2023-07-30,Changed Mind,S,Returned,C03,Athletic Build,B04,"XS: 0.90, S: 0.85",High
1676,180,88,99,90,91,39,Female,160,Tops,XL,0,2023-07-20,Changed Mind,L,Kept,C03,Petite,B04,"M: 0.95, L: 0.80",Low
1677,173,68,99,69,107,48,Female,133,Dresses,XL,1,2023-07-25,N/A,XL,Returned,C04,Average Build,B01,"L: 0.93, XL: 0.86",Medium
1678,169,74,90,77,107,25,Female,121,Dresses,XS,0,N/A,Incorrect Size,L,Kept,C04,Petite,B02,"XS: 0.90, S: 0.85",Low
1679,186,87,87,84,114,46,Male,187,Bottoms,XL,0,2023-07-15,Defective,L,Kept,C04,Tall and Athletic,B01,"S: 0.92, M: 0.87",Low
1680,153,70,94,81,104,40,Female,137,Dresses,XL,1,2023-07-25,Defective,N/A,Returned,C02,Petite,B04,"M: 0.95, L: 0.80",High
1681,177,73,81,92,99,31,Female,112,Tops,M,0,2023-07-20,Incorrect Size,L,Returned,C01,Average Build,B02,"L: 0.93, XL: 0.86",Medium
1682,169,73,96,93,108,23,Male,121,Dresses,L,0,2023-07-30,Defective,L,Returned,C04,Average Build,B01,"S: 0.92, M: 0.87",Low
1683,173,68,102,89,105,28,Male,113,Tops,S,1,2023-07-20,Changed Mind,XL,Returned,C04,Athletic Build,B04,"XS: 0.90, S: 0.85",High
1684,181,51,85,79,86,29,Female,133,Tops,M,1,2023-07-30,Defective,L,Kept,C04,Petite,B03,"S: 0.92, M: 0.87",Medium
1685,185,63,100,86,105,22,Female,170,Tops,L,0,2023-07-25,Incorrect Size,L,Returned,C01,Tall and Athletic,B03,"M: 0.95, L: 0.80",Low
1686,183,81,107,91,96,36,Female,176,Dresses,XS,0,2023-07-30,Incorrect Size,L,Returned,C02,Tall and Athletic,B03,"L: 0.93, XL: 0.86",Medium
1687,185,81,92,93,94,48,Male,161,Bottoms,M,0,N/A,Incorrect Size,L,Returned,C03,Petite,B04,"XS: 0.90, S: 0.85",Medium
1688,151,77,108,94,109,26,Male,130,Tops,M,0,2023-08-01,Changed Mind,N/A,Returned,C03,Tall and Athletic,B02,"S: 0.92, M: 0.87",Low
1689,164,88,108,76,110,45,Male,137,Dresses,XS,1,2023-07-25,Incorrect Size,N/A,Kept,C02,Tall and Athletic,B04,"S: 0.92, M: 0.87",High
1690,183,89,87,70,101,27,Male,182,Bottoms,XL,0,2023-07-15,Defective,L,Kept,C01,Tall and Athletic,B04,"S: 0.92, M: 0.87",High
1691,185,89,90,84,111,30,Male,116,Dresses,XS,0,2023-07-20,Incorrect Size,L,Returned,C03,Petite,B02,"S: 0.92, M: 0.87",High
1692,155,62,94,77,102,32,Female,145,Bottoms,S,0,2023-07-20,Incorrect Size,N/A,Returned,C01,Petite,B04,"M: 0.95, L: 0.80",Low
1693,188,61,92,82,100,22,Female,171,Dresses,XS,1,2023-07-25,Incorrect Size,N/A,Kept,C04,Average Build,B04,"M: 0.95, L: 0.80",Medium
1694,161,57,97,88,94,38,Female,101,Tops,M,1,2023-07-15,Changed Mind,L,Kept,C02,Average Build,B03,"S: 0.92, M: 0.87",High
1695,152,64,97,79,92,33,Female,153,Dresses,XS,0,2023-07-25,Changed Mind,L,Returned,C03,Athletic Build,B03,"M: 0.95, L: 0.80",High
1696,167,75,104,79,113,41,Male,128,Bottoms,S,0,N/A,Changed Mind,XL,Returned,C02,Average Build,B01,"M: 0.95, L: 0.80",Medium
1697,189,61,96,72,105,35,Male,153,Tops,XL,1,2023-08-01,Changed Mind,N/A,Kept,C01,Petite,B02,"L: 0.93, XL: 0.86",Low
1698,170,76,101,83,112,34,Female,144,Tops,XL,0,2023-08-01,N/A,N/A,Kept,C01,Petite,B02,"S: 0.92, M: 0.87",Low
1699,164,67,92,87,109,21,Female,167,Dresses,L,1,N/A,N/A,N/A,Returned,C01,Athletic Build,B02,"S: 0.92, M: 0.87",Low
1700,182,85,108,78,106,25,Male,139,Tops,L,1,2023-07-15,Defective,M,Kept,C04,Petite,B04,"S: 0.92, M: 0.87",Low
1701,184,76,82,71,97,40,Female,110,Bottoms,S,0,2023-07-25,Incorrect Size,S,Returned,C04,Petite,B01,"S: 0.92, M: 0.87",High
1702,175,58,108,78,100,49,Female,151,Tops,L,0,2023-07-15,Changed Mind,N/A,Kept,C04,Petite,B02,"M: 0.95, L: 0.80",High
1703,157,88,100,69,92,26,Male,114,Bottoms,XL,0,2023-07-15,Changed Mind,M,Kept,C02,Tall and Athletic,B04,"L: 0.93, XL: 0.86",Medium
1704,185,50,103,79,96,28,Female,179,Bottoms,XL,0,N/A,Incorrect Size,S,Returned,C02,Athletic Build,B02,"L: 0.93, XL: 0.86",Medium
1705,179,56,86,85,101,28,Male,106,Bottoms,L,0,N/A,Incorrect Size,S,Kept,C04,Average Build,B04,"L: 0.93, XL: 0.86",Medium
1706,172,75,108,79,100,36,Female,139,Tops,XS,1,2023-07-15,N/A,N/A,Returned,C03,Petite,B03,"S: 0.92, M: 0.87",High
1707,163,56,91,88,93,42,Female,180,Tops,XL,0,2023-07-15,Incorrect Size,S,Kept,C01,Average Build,B03,"M: 0.95, L: 0.80",Low
1708,163,56,83,68,109,22,Female,182,Dresses,L,1,2023-07-30,N/A,M,Kept,C02,Petite,B04,"L: 0.93, XL: 0.86",High
1709,151,57,103,65,103,23,Male,199,Bottoms,L,0,N/A,Incorrect Size,N/A,Returned,C04,Average Build,B02,"XS: 0.90, S: 0.85",Low
1710,186,65,106,81,101,21,Male,148,Bottoms,S,0,2023-07-15,Incorrect Size,L,Kept,C04,Petite,B03,"S: 0.92, M: 0.87",Low
1711,154,52,106,89,108,20,Male,125,Dresses,S,0,2023-07-30,Changed Mind,L,Returned,C01,Petite,B01,"M: 0.95, L: 0.80",Medium
1712,187,59,105,84,92,29,Male,197,Dresses,XL,1,2023-08-01,Changed Mind,L,Kept,C04,Athletic Build,B03,"S: 0.92, M: 0.87",Medium
1713,163,56,90,65,96,49,Male,133,Bottoms,M,1,2023-08-01,N/A,M,Returned,C01,Average Build,B04,"S: 0.92, M: 0.87",Low
1714,188,70,93,80,93,22,Male,183,Bottoms,L,1,2023-08-01,Incorrect Size,M,Kept,C04,Athletic Build,B02,"L: 0.93, XL: 0.86",High
1715,174,86,97,77,114,29,Female,175,Dresses,XS,0,2023-07-15,Changed Mind,S,Returned,C04,Tall and Athletic,B02,"L: 0.93, XL: 0.86",High
1716,169,80,86,82,90,28,Female,167,Tops,M,1,2023-07-30,N/A,M,Returned,C04,Petite,B03,"XS: 0.90, S: 0.85",Medium
1717,151,72,84,74,109,36,Female,165,Dresses,L,1,2023-07-15,Changed Mind,N/A,Returned,C01,Tall and Athletic,B03,"L: 0.93, XL: 0.86",Medium
1718,188,76,95,87,112,34,Female,140,Bottoms,M,1,2023-08-01,Defective,XL,Returned,C04,Tall and Athletic,B03,"XS: 0.90, S: 0.85",Low
1719,155,71,90,82,94,22,Male,125,Bottoms,L,0,2023-08-01,N/A,L,Returned,C01,Average Build,B03,"XS: 0.90, S: 0.85",Low
1720,166,88,101,81,93,46,Female,157,Tops,L,1,2023-08-01,Defective,S,Kept,C04,Petite,B02,"L: 0.93, XL: 0.86",Low
1721,174,76,82,90,112,40,Male,132,Bottoms,M,1,2023-07-25,Incorrect Size,S,Kept,C01,Average Build,B03,"M: 0.95, L: 0.80",Medium
1722,177,53,95,94,113,22,Female,146,Bottoms,S,0,N/A,N/A,L,Kept,C03,Petite,B02,"S: 0.92, M: 0.87",Low
1723,151,73,90,73,88,23,Female,104,Dresses,L,1,2023-08-01,Defective,L,Returned,C04,Tall and Athletic,B02,"M: 0.95, L: 0.80",Low
1724,184,72,89,78,95,23,Male,123,Tops,XL,0,2023-07-15,Incorrect Size,N/A,Returned,C01,Athletic Build,B02,"L: 0.93, XL: 0.86",Low
1725,186,68,102,85,105,36,Male,180,Dresses,M,1,2023-07-20,N/A,S,Kept,C04,Tall and Athletic,B04,"S: 0.92, M: 0.87",High
1726,154,52,102,94,106,25,Female,175,Tops,S,1,2023-08-01,Incorrect Size,L,Kept,C02,Athletic Build,B03,"M: 0.95, L: 0.80",Low
1727,150,76,81,77,90,30,Male,122,Bottoms,XS,0,2023-07-20,Defective,M,Kept,C04,Tall and Athletic,B03,"M: 0.95, L: 0.80",Medium
1728,189,52,95,84,110,31,Male,133,Dresses,L,1,2023-07-30,N/A,S,Returned,C02,Petite,B02,"S: 0.92, M: 0.87",Low
1729,161,77,96,84,102,42,Female,141,Dresses,L,0,N/A,Incorrect Size,M,Kept,C01,Petite,B04,"S: 0.92, M: 0.87",High
1730,185,66,89,78,88,47,Male,162,Dresses,XL,1,2023-07-30,Incorrect Size,L,Returned,C01,Tall and Athletic,B04,"XS: 0.90, S: 0.85",Low
1731,172,80,97,75,96,26,Male,138,Tops,S,0,N/A,Changed Mind,N/A,Returned,C03,Tall and Athletic,B03,"M: 0.95, L: 0.80",Medium
1732,180,59,91,77,93,32,Male,156,Bottoms,L,1,2023-07-20,Defective,S,Returned,C02,Tall and Athletic,B03,"S: 0.92, M: 0.87",Medium
1733,160,71,87,81,99,25,Female,163,Bottoms,S,1,2023-08-01,N/A,S,Returned,C03,Tall and Athletic,B03,"M: 0.95, L: 0.80",Low
1734,159,79,106,67,107,42,Male,177,Tops,L,0,2023-07-20,N/A,L,Returned,C02,Petite,B04,"S: 0.92, M: 0.87",Medium
1735,152,70,105,93,93,49,Male,185,Dresses,XS,0,2023-08-01,Incorrect Size,M,Kept,C01,Petite,B04,"M: 0.95, L: 0.80",High
1736,163,85,82,65,90,22,Male,176,Bottoms,XL,1,2023-07-30,Defective,XL,Returned,C01,Athletic Build,B03,"S: 0.92, M: 0.87",Medium
1737,165,72,106,85,95,40,Female,155,Bottoms,XS,0,2023-08-01,Incorrect Size,L,Returned,C01,Athletic Build,B04,"L: 0.93, XL: 0.86",Medium
1738,159,87,99,69,91,33,Female,151,Dresses,XS,1,2023-08-01,Incorrect Size,M,Returned,C01,Petite,B04,"L: 0.93, XL: 0.86",Low
1739,178,61,103,89,109,33,Female,190,Tops,M,0,2023-07-25,N/A,M,Kept,C01,Average Build,B03,"M: 0.95, L: 0.80",Medium
1740,159,74,82,77,98,42,Male,165,Bottoms,XS,0,2023-07-20,Incorrect Size,XL,Kept,C03,Tall and Athletic,B01,"XS: 0.90, S: 0.85",Medium
1741,161,69,85,88,112,29,Female,157,Dresses,XL,0,N/A,N/A,S,Returned,C02,Athletic Build,B01,"M: 0.95, L: 0.80",High
1742,179,56,81,69,100,24,Male,186,Dresses,XL,0,2023-07-15,N/A,N/A,Kept,C03,Average Build,B04,"XS: 0.90, S: 0.85",High
1743,150,78,82,69,99,49,Female,127,Dresses,L,1,2023-07-15,Changed Mind,XL,Returned,C02,Tall and Athletic,B04,"M: 0.95, L: 0.80",Low
1744,154,78,96,87,104,45,Female,157,Tops,XS,0,2023-07-15,N/A,L,Kept,C04,Average Build,B01,"XS: 0.90, S: 0.85",Low
1745,169,62,88,76,93,21,Male,155,Bottoms,S,1,2023-07-20,Changed Mind,M,Kept,C03,Petite,B04,"L: 0.93, XL: 0.86",Low
1746,157,52,83,66,103,25,Male,196,Tops,M,1,2023-07-25,Incorrect Size,XL,Returned,C01,Tall and Athletic,B03,"L: 0.93, XL: 0.86",High
1747,161,51,101,93,114,42,Male,172,Tops,M,1,2023-07-20,N/A,M,Returned,C02,Tall and Athletic,B03,"L: 0.93, XL: 0.86",High
1748,150,65,102,87,96,30,Male,198,Dresses,M,1,N/A,N/A,S,Returned,C02,Tall and Athletic,B01,"XS: 0.90, S: 0.85",High
1749,169,79,81,80,114,37,Male,182,Dresses,XL,1,2023-08-01,Changed Mind,M,Kept,C03,Petite,B01,"M: 0.95, L: 0.80",Medium
1750,177,87,103,81,95,45,Male,104,Dresses,XL,1,2023-07-20,Changed Mind,N/A,Kept,C03,Athletic Build,B01,"XS: 0.90, S: 0.85",Medium
1751,186,55,107,94,112,43,Male,165,Tops,L,1,2023-07-20,N/A,L,Returned,C04,Petite,B04,"S: 0.92, M: 0.87",Medium
1752,186,56,88,69,114,40,Female,156,Bottoms,XS,0,2023-07-20,Defective,S,Kept,C01,Tall and Athletic,B02,"S: 0.92, M: 0.87",High
1753,161,54,93,76,92,30,Female,153,Dresses,XL,1,2023-07-20,Defective,M,Kept,C04,Athletic Build,B03,"L: 0.93, XL: 0.86",Medium
1754,186,56,105,79,87,43,Female,144,Bottoms,M,1,N/A,Changed Mind,N/A,Kept,C02,Athletic Build,B02,"XS: 0.90, S: 0.85",Low
1755,177,83,90,92,103,34,Male,116,Bottoms,XL,1,2023-07-20,N/A,N/A,Kept,C01,Average Build,B01,"S: 0.92, M: 0.87",High
1756,164,81,81,70,87,22,Female,194,Bottoms,XS,1,2023-07-25,Incorrect Size,L,Returned,C03,Petite,B04,"XS: 0.90, S: 0.85",Medium
1757,155,62,100,77,109,21,Male,123,Dresses,XL,1,2023-07-30,Incorrect Size,S,Returned,C04,Average Build,B02,"S: 0.92, M: 0.87",Low
1758,169,79,81,75,110,26,Female,131,Bottoms,XS,0,N/A,Defective,L,Returned,C04,Average Build,B04,"XS: 0.90, S: 0.85",Low
1759,163,74,106,94,114,24,Female,128,Tops,L,0,2023-07-25,Defective,L,Kept,C02,Petite,B01,"S: 0.92, M: 0.87",High
1760,151,70,84,90,87,40,Male,150,Tops,XL,1,2023-07-15,Incorrect Size,N/A,Returned,C04,Petite,B02,"XS: 0.90, S: 0.85",Medium
1761,158,70,86,81,90,32,Female,116,Tops,XS,0,2023-07-15,Changed Mind,XL,Kept,C01,Petite,B03,"XS: 0.90, S: 0.85",High
1762,186,77,101,73,95,27,Female,141,Dresses,XS,1,N/A,N/A,M,Kept,C03,Petite,B02,"M: 0.95, L: 0.80",Low
1763,169,69,83,89,114,48,Female,109,Tops,S,0,2023-07-30,Defective,S,Returned,C03,Average Build,B03,"L: 0.93, XL: 0.86",Low
1764,175,83,93,80,104,28,Female,102,Bottoms,L,1,2023-07-20,N/A,XL,Returned,C03,Tall and Athletic,B01,"L: 0.93, XL: 0.86",Low
1765,178,54,81,81,98,49,Female,143,Dresses,XL,1,N/A,Changed Mind,L,Kept,C04,Tall and Athletic,B02,"L: 0.93, XL: 0.86",Low
1766,150,67,102,84,86,27,Male,166,Dresses,S,0,2023-07-20,Changed Mind,S,Kept,C01,Tall and Athletic,B03,"S: 0.92, M: 0.87",Low
1767,184,88,91,88,96,29,Male,196,Bottoms,XL,1,2023-07-20,Defective,L,Returned,C02,Average Build,B04,"M: 0.95, L: 0.80",Medium
1768,155,60,89,82,100,21,Female,180,Tops,M,0,2023-07-15,Changed Mind,S,Returned,C01,Petite,B03,"XS: 0.90, S: 0.85",Medium
1769,186,66,104,77,112,29,Male,177,Bottoms,M,0,2023-07-30,Incorrect Size,S,Returned,C03,Average Build,B03,"XS: 0.90, S: 0.85",Low
1770,154,71,80,93,87,30,Male,149,Bottoms,XS,0,2023-07-20,Changed Mind,M,Returned,C03,Tall and Athletic,B02,"XS: 0.90, S: 0.85",Medium
1771,182,86,98,75,105,42,Female,191,Dresses,S,1,N/A,Defective,N/A,Kept,C03,Tall and Athletic,B01,"S: 0.92, M: 0.87",High
1772,163,69,102,77,100,30,Male,195,Tops,XS,1,2023-07-15,Changed Mind,M,Kept,C01,Petite,B03,"XS: 0.90, S: 0.85",Medium
1773,161,55,95,88,94,24,Male,197,Tops,XS,1,2023-07-20,Changed Mind,M,Returned,C03,Average Build,B04,"L: 0.93, XL: 0.86",High
1774,169,83,94,90,104,33,Male,121,Tops,XS,1,2023-08-01,Defective,XL,Returned,C02,Tall and Athletic,B04,"L: 0.93, XL: 0.86",High
1775,173,63,93,77,89,42,Female,119,Bottoms,M,0,2023-08-01,Defective,M,Returned,C01,Petite,B03,"L: 0.93, XL: 0.86",High
1776,183,72,88,76,97,22,Female,157,Dresses,XS,0,2023-08-01,N/A,S,Returned,C02,Tall and Athletic,B02,"L: 0.93, XL: 0.86",High
1777,174,69,108,78,96,39,Female,177,Dresses,XS,0,2023-07-15,Incorrect Size,L,Kept,C03,Petite,B03,"S: 0.92, M: 0.87",Medium
1778,178,62,100,77,111,42,Female,160,Dresses,XS,0,2023-07-15,Defective,XL,Kept,C01,Athletic Build,B04,"S: 0.92, M: 0.87",High
1779,188,81,102,89,85,21,Female,119,Tops,XS,0,N/A,Changed Mind,S,Kept,C03,Athletic Build,B03,"L: 0.93, XL: 0.86",Low
1780,180,75,94,73,104,37,Female,199,Tops,S,0,N/A,N/A,L,Returned,C01,Average Build,B02,"L: 0.93, XL: 0.86",Medium
1781,172,63,105,78,95,20,Female,164,Dresses,XL,1,2023-07-25,Changed Mind,L,Returned,C03,Petite,B01,"XS: 0.90, S: 0.85",High
1782,187,85,86,65,110,20,Male,135,Bottoms,S,1,2023-07-20,Incorrect Size,XL,Kept,C01,Tall and Athletic,B02,"M: 0.95, L: 0.80",Low
1783,169,57,83,73,103,47,Female,133,Dresses,L,0,2023-08-01,Changed Mind,M,Returned,C01,Athletic Build,B02,"S: 0.92, M: 0.87",Medium
1784,172,89,100,68,113,36,Male,167,Bottoms,S,1,2023-07-15,N/A,XL,Returned,C01,Tall and Athletic,B02,"S: 0.92, M: 0.87",Medium
1785,165,71,97,92,99,25,Female,185,Dresses,L,0,2023-07-25,Incorrect Size,XL,Returned,C03,Athletic Build,B02,"XS: 0.90, S: 0.85",Low
1786,157,71,87,76,102,32,Female,187,Bottoms,M,0,N/A,Changed Mind,XL,Returned,C03,Petite,B03,"L: 0.93, XL: 0.86",High
1787,170,65,91,88,100,40,Female,148,Dresses,XL,1,2023-07-30,N/A,L,Kept,C03,Tall and Athletic,B01,"M: 0.95, L: 0.80",Low
1788,150,76,94,93,91,45,Female,160,Tops,XS,1,2023-07-15,Changed Mind,M,Returned,C01,Tall and Athletic,B03,"S: 0.92, M: 0.87",High
1789,157,59,94,78,94,43,Male,145,Tops,L,1,2023-07-30,Incorrect Size,N/A,Kept,C03,Tall and Athletic,B01,"S: 0.92, M: 0.87",High
1790,178,74,96,73,109,40,Female,175,Tops,M,1,2023-07-30,Changed Mind,L,Kept,C02,Athletic Build,B03,"L: 0.93, XL: 0.86",Low
1791,181,80,81,67,100,20,Male,168,Tops,XL,1,2023-08-01,Changed Mind,XL,Returned,C01,Tall and Athletic,B03,"S: 0.92, M: 0.87",High
1792,187,70,91,70,101,47,Male,168,Dresses,L,1,2023-07-15,N/A,L,Kept,C02,Petite,B02,"M: 0.95, L: 0.80",High
1793,154,76,82,67,112,43,Male,115,Tops,M,1,2023-07-25,Changed Mind,S,Returned,C02,Athletic Build,B02,"S: 0.92, M: 0.87",Medium
1794,171,66,86,65,91,25,Female,192,Bottoms,XS,1,2023-07-25,Defective,M,Kept,C04,Athletic Build,B03,"M: 0.95, L: 0.80",High
1795,183,82,85,90,95,27,Female,172,Bottoms,M,1,2023-07-15,Incorrect Size,N/A,Returned,C02,Petite,B02,"S: 0.92, M: 0.87",High
1796,150,80,93,86,112,32,Male,188,Tops,M,1,2023-08-01,N/A,M,Returned,C04,Athletic Build,B01,"XS: 0.90, S: 0.85",Low
1797,175,75,102,85,101,21,Female,198,Tops,XS,0,2023-07-20,Defective,S,Returned,C04,Average Build,B02,"XS: 0.90, S: 0.85",Medium
1798,159,70,106,67,89,45,Female,115,Tops,L,1,2023-07-30,Defective,N/A,Returned,C01,Tall and Athletic,B03,"XS: 0.90, S: 0.85",High
1799,179,85,84,94,85,27,Female,123,Dresses,M,1,2023-07-25,Incorrect Size,L,Returned,C01,Average Build,B03,"XS: 0.90, S: 0.85",Low
1800,167,50,109,78,87,41,Male,160,Bottoms,XS,0,2023-07-15,N/A,N/A,Returned,C03,Athletic Build,B03,"S: 0.92, M: 0.87",High
1801,166,53,83,84,100,20,Male,191,Bottoms,L,1,N/A,Defective,XL,Kept,C02,Athletic Build,B03,"L: 0.93, XL: 0.86",Medium
1802,175,53,94,66,108,32,Male,114,Bottoms,XS,1,N/A,Changed Mind,S,Kept,C04,Petite,B01,"S: 0.92, M: 0.87",Low
1803,157,75,86,76,113,20,Male,102,Dresses,S,0,2023-07-15,Defective,XL,Kept,C01,Tall and Athletic,B03,"M: 0.95, L: 0.80",Medium
1804,189,53,82,90,99,29,Male,199,Dresses,L,1,2023-07-20,Incorrect Size,S,Kept,C03,Tall and Athletic,B02,"S: 0.92, M: 0.87",High
1805,161,58,92,74,88,47,Female,143,Bottoms,S,0,N/A,Defective,L,Returned,C04,Petite,B03,"L: 0.93, XL: 0.86",Medium
1806,176,79,89,77,96,24,Male,171,Bottoms,M,0,2023-07-20,N/A,L,Kept,C03,Athletic Build,B03,"L: 0.93, XL: 0.86",Medium
1807,157,53,102,94,85,42,Male,116,Bottoms,M,0,2023-07-15,Defective,XL,Kept,C03,Petite,B02,"M: 0.95, L: 0.80",Low
1808,174,54,81,84,101,39,Male,186,Tops,M,0,2023-07-15,Defective,S,Returned,C04,Petite,B01,"XS: 0.90, S: 0.85",High
1809,153,72,91,68,108,49,Male,128,Dresses,L,1,2023-07-30,Incorrect Size,S,Returned,C01,Average Build,B02,"L: 0.93, XL: 0.86",Low
1810,182,65,107,83,99,32,Female,132,Bottoms,XL,1,2023-07-15,Defective,L,Returned,C02,Petite,B01,"L: 0.93, XL: 0.86",Low
1811,150,71,103,86,114,45,Female,171,Tops,L,1,2023-07-20,Defective,M,Returned,C01,Average Build,B04,"XS: 0.90, S: 0.85",High
1812,168,86,107,65,108,24,Male,186,Bottoms,L,1,2023-07-25,N/A,XL,Kept,C01,Petite,B03,"XS: 0.90, S: 0.85",High
1813,180,57,101,89,104,29,Female,102,Bottoms,XL,0,N/A,Incorrect Size,XL,Returned,C04,Athletic Build,B04,"S: 0.92, M: 0.87",Medium
1814,165,82,91,75,104,22,Male,172,Dresses,L,0,N/A,Incorrect Size,S,Returned,C03,Average Build,B01,"XS: 0.90, S: 0.85",High
1815,163,87,98,90,94,21,Male,107,Bottoms,S,0,2023-07-30,Incorrect Size,N/A,Kept,C02,Athletic Build,B03,"M: 0.95, L: 0.80",Medium
1816,154,65,98,80,95,21,Male,138,Dresses,XL,1,2023-07-25,Incorrect Size,L,Returned,C01,Tall and Athletic,B04,"L: 0.93, XL: 0.86",High
1817,175,54,100,83,102,49,Female,148,Dresses,XL,0,2023-07-20,Changed Mind,L,Kept,C02,Athletic Build,B04,"XS: 0.90, S: 0.85",Medium
1818,177,65,82,83,86,24,Female,185,Bottoms,S,0,2023-07-20,Changed Mind,M,Returned,C01,Petite,B04,"L: 0.93, XL: 0.86",Medium
1819,151,56,85,76,112,23,Male,186,Tops,XL,0,2023-07-30,Changed Mind,N/A,Returned,C02,Average Build,B01,"M: 0.95, L: 0.80",Medium
1820,155,50,81,67,90,21,Male,199,Bottoms,XL,0,2023-07-15,Incorrect Size,N/A,Kept,C03,Tall and Athletic,B03,"XS: 0.90, S: 0.85",High
1821,158,58,103,87,100,40,Male,182,Bottoms,S,1,2023-07-25,Incorrect Size,N/A,Returned,C03,Petite,B02,"XS: 0.90, S: 0.85",Medium
1822,182,67,92,88,108,45,Female,173,Bottoms,XS,1,N/A,Changed Mind,M,Kept,C02,Average Build,B04,"XS: 0.90, S: 0.85",Low
1823,174,52,106,82,91,28,Male,102,Tops,XS,1,2023-07-25,Incorrect Size,L,Returned,C04,Athletic Build,B03,"XS: 0.90, S: 0.85",Low
1824,162,73,107,81,107,43,Male,142,Dresses,XS,0,2023-07-30,Defective,N/A,Kept,C03,Athletic Build,B04,"XS: 0.90, S: 0.85",Low
1825,158,77,106,69,103,28,Female,142,Tops,S,0,2023-07-15,N/A,L,Kept,C01,Petite,B03,"S: 0.92, M: 0.87",Medium
1826,162,59,88,80,96,28,Male,181,Tops,M,1,2023-08-01,Incorrect Size,L,Kept,C01,Athletic Build,B03,"M: 0.95, L: 0.80",High
1827,180,58,92,88,102,43,Female,120,Bottoms,L,0,2023-07-25,Defective,M,Returned,C02,Athletic Build,B03,"M: 0.95, L: 0.80",Medium
1828,160,62,102,78,94,44,Male,106,Bottoms,XL,0,2023-07-15,Defective,L,Returned,C02,Tall and Athletic,B01,"S: 0.92, M: 0.87",Medium
1829,153,84,93,83,91,23,Female,111,Tops,S,1,2023-07-25,Changed Mind,S,Returned,C03,Tall and Athletic,B01,"S: 0.92, M: 0.87",High
1830,183,72,98,70,88,27,Male,169,Dresses,L,1,N/A,N/A,L,Kept,C02,Petite,B02,"XS: 0.90, S: 0.85",Medium
1831,187,66,90,67,101,49,Male,174,Dresses,S,1,2023-07-20,Incorrect Size,S,Returned,C04,Average Build,B01,"XS: 0.90, S: 0.85",Medium
1832,153,56,93,70,101,37,Female,187,Bottoms,XL,1,2023-07-25,Incorrect Size,N/A,Returned,C03,Average Build,B04,"L: 0.93, XL: 0.86",Low
1833,187,65,95,76,88,28,Male,197,Dresses,M,1,2023-07-20,N/A,S,Kept,C04,Petite,B02,"XS: 0.90, S: 0.85",Low
1834,168,89,89,84,105,48,Female,140,Dresses,S,0,2023-07-20,Defective,N/A,Kept,C04,Athletic Build,B03,"M: 0.95, L: 0.80",High
1835,155,85,99,94,89,44,Male,136,Dresses,L,1,2023-07-20,Incorrect Size,S,Returned,C01,Average Build,B01,"XS: 0.90, S: 0.85",Medium
1836,183,69,95,75,85,46,Female,151,Tops,L,1,2023-07-30,Incorrect Size,S,Returned,C01,Average Build,B02,"S: 0.92, M: 0.87",Low
1837,167,73,107,71,103,22,Male,147,Tops,XL,1,N/A,N/A,N/A,Returned,C02,Tall and Athletic,B03,"L: 0.93, XL: 0.86",Low
1838,162,54,105,91,106,25,Female,198,Bottoms,XS,1,2023-07-20,Defective,M,Kept,C04,Athletic Build,B02,"XS: 0.90, S: 0.85",Low
1839,172,55,81,90,110,47,Female,117,Dresses,XL,0,N/A,Defective,L,Returned,C04,Average Build,B04,"S: 0.92, M: 0.87",High
1840,168,77,104,65,107,42,Male,126,Bottoms,XL,0,2023-07-25,Defective,S,Returned,C01,Petite,B02,"XS: 0.90, S: 0.85",Low
1841,160,54,95,80,95,38,Male,153,Tops,XS,1,2023-08-01,Incorrect Size,XL,Returned,C03,Tall and Athletic,B02,"XS: 0.90, S: 0.85",Medium
1842,150,88,93,80,85,24,Female,148,Bottoms,M,0,N/A,Defective,M,Returned,C02,Petite,B04,"M: 0.95, L: 0.80",Medium
1843,173,87,100,81,92,36,Female,127,Tops,S,0,2023-07-15,N/A,L,Returned,C01,Tall and Athletic,B01,"S: 0.92, M: 0.87",Medium
1844,156,51,107,79,88,46,Female,146,Tops,L,1,2023-07-20,Changed Mind,M,Returned,C04,Average Build,B04,"S: 0.92, M: 0.87",Low
1845,174,88,97,85,113,38,Male,167,Bottoms,S,0,2023-07-25,Changed Mind,M,Returned,C01,Petite,B01,"S: 0.92, M: 0.87",High
